"WellReadingID","WellDeviceID","DateTime","CH4","CO2","O2","Ini Pressure","Adj Pressure","GasTemp","RefStaticPress","N2","AdjGasTemp"
"792582","18","9/24/2008 13:32:05","18.89999961853","25.39999961853","0.30000001192093","NULL","-0.5","95","-0.5","NULL","95"
"792583","42","9/24/2008 13:36:16","45.20000076294","33.29999923706","0.40000000596046","NULL","-0.5","81","-0.60000002384186","NULL","81"
"792584","17","9/24/2008 13:39:31","22.700000762939","25.200000762939","0.40000000596046","NULL","-0.5","87","-0.60000002384186","NULL","87"
"792585","16","9/24/2008 13:43:06","19.200000762939","25.700000762939","0.30000001192093","NULL","-0.30000001192093","91","-0.30000001192093","NULL","91"
"792586","43","9/24/2008 13:46:27","41.20000076294","34.29999923706","0.20000000298023","NULL","-0.20000000298023","93","-0.20000000298023","NULL","93"
"792587","44","9/24/2008 13:51:47","56.400001525879","35.29999923706","0.30000001192093","NULL","-0.30000001192093","93","-0.30000001192093","NULL","93"
"792588","1","9/24/2008 13:56:15","59.400001525879","40.29999923706","0.10000000149012","NULL","-0.30000001192093","88","-0.30000001192093","NULL","88"
"792589","40","9/24/2008 14:00:47","63.70000076294","36","0.20000000298023","NULL","-0.20000000298023","95","-0.10000000149012","NULL","95"
"792590","41","9/24/2008 14:05:03","60.400001525879","38.29999923706","0.20000000298023","NULL","-0.10000000149012","87","-0.10000000149012","NULL","87"
"792591","24","9/24/2008 14:11:08","58.099998474121","35.5","0.20000000298023","NULL","0","92","0","NULL","92"
"792592","4","9/24/2008 14:16:16","60.5","34.599998474121","0.20000000298023","NULL","-0.80000001192093","90","-0.80000001192093","NULL","91"
"792593","22","9/24/2008 14:20:43","41.599998474121","30.5","0.10000000149012","NULL","-0.69999998807907","86","-0.80000001192093","NULL","86"
"792595","20","9/24/2008 14:25:31","15.800000190735","24.700000762939","0.20000000298023","NULL","-0.69999998807907","91","-0.60000002384186","NULL","91"
"792596","23","9/24/2008 14:30:32","27.60000038147","28.89999961853","0.30000001192093","NULL","-0.30000001192093","89","-0.30000001192093","NULL","89"
"793094","91","9/25/2008 10:23:00","58.400001525879","37.599998474121","0","NULL","0","91","0","NULL","91"
"793095","96","9/25/2008 10:27:07","59.400001525879","37.400001525879","0","NULL","0","90","0","NULL","90"
"793096","90","9/25/2008 10:31:21","60.099998474121","37.29999923706","0","NULL","0","101","-0.10000000149012","NULL","101"
"793097","89","9/25/2008 10:46:10","55.900001525879","38.099998474121","0.80000001192093","NULL","0","98","0","NULL","98"
"793098","81","9/25/2008 10:49:08","46.20000076294","34","0","NULL","-0.40000000596046","86","-0.5","NULL","86"
"793099","82","9/25/2008 10:52:05","59.79999923706","38.79999923706","0","NULL","-0.40000000596046","85","-0.40000000596046","NULL","84"
"793100","88","9/25/2008 10:56:10","60","39.900001525879","0","NULL","0","106","0","NULL","106"
"793101","66","9/25/2008 11:01:07","63.29999923706","36.599998474121","0","NULL","-0.40000000596046","100","-0.5","NULL","100"
"793102","71","9/25/2008 11:04:26","59.900001525879","39.900001525879","0","NULL","-0.30000001192093","98","-0.40000000596046","NULL","98"
"793103","78","9/25/2008 11:07:44","54","34.099998474121","0","NULL","-0.30000001192093","98","-0.40000000596046","NULL","98"
"793104","80","9/25/2008 11:10:46","33.20000076294","30.10000038147","0","NULL","-0.30000001192093","95","-0.30000001192093","NULL","95"
"793105","79","9/25/2008 11:13:56","35.400001525879","28.39999961853","0","NULL","-0.40000000596046","93","-0.40000000596046","NULL","93"
"793106","70","9/25/2008 11:17:07","57.79999923706","36.70000076294","0","NULL","-0.40000000596046","95","-0.40000000596046","NULL","94"
"793107","69","9/25/2008 11:19:57","35","30.200000762939","0","NULL","-0.40000000596046","90","-0.30000001192093","NULL","90"
"793108","67","9/25/2008 11:23:03","58.70000076294","36.79999923706","0.10000000149012","NULL","-0.40000000596046","91","-0.40000000596046","NULL","91"
"793109","68","9/25/2008 11:26:01","39.5","31.700000762939","0","NULL","-0.30000001192093","88","-0.30000001192093","NULL","88"
"793110","58","9/25/2008 11:29:14","43.400001525879","34.29999923706","0","NULL","-0.20000000298023","89","-0.30000001192093","NULL","90"
"793111","59","9/25/2008 11:32:23","53.5","31.700000762939","0","NULL","-0.40000000596046","99","-0.40000000596046","NULL","99"
"793112","60","9/25/2008 11:35:37","61.099998474121","38.79999923706","0","NULL","-0.30000001192093","94","-0.30000001192093","NULL","94"
"793113","39","9/25/2008 11:42:00","59.70000076294","40.099998474121","0","NULL","-0.5","90","-0.5","NULL","90"
"793114","45","9/25/2008 11:45:06","59","40.599998474121","0.20000000298023","NULL","-0.40000000596046","88","-0.40000000596046","NULL","88"
"793115","46","9/25/2008 11:48:44","57.20000076294","37.70000076294","0","NULL","-0.5","88","-0.40000000596046","NULL","89"
"793116","49","9/25/2008 11:52:01","58.599998474121","39.20000076294","0","NULL","-0.40000000596046","97","-0.30000001192093","NULL","99"
"793117","50","9/25/2008 11:55:13","58.400001525879","41.5","0","NULL","-0.30000001192093","95","-0.40000000596046","NULL","95"
"793118","56","9/25/2008 11:58:40","60.20000076294","39.599998474121","0","NULL","-0.30000001192093","95","-0.20000000298023","NULL","94"
"793119","57","9/25/2008 12:02:02","57.900001525879","39.29999923706","0","NULL","-0.20000000298023","90","-0.30000001192093","NULL","90"
"793120","2","9/25/2008 12:05:11","45.099998474121","33.400001525879","0","NULL","-0.30000001192093","92","-0.40000000596046","NULL","92"
"793121","48","9/25/2008 12:08:27","33.70000076294","29.299999237061","0","NULL","-0.40000000596046","95","-0.30000001192093","NULL","95"
"793122","47","9/25/2008 12:11:44","43.599998474121","34","0.10000000149012","NULL","-0.30000001192093","86","-0.30000001192093","NULL","86"
"793123","38","9/25/2008 12:14:44","50.400001525879","36.099998474121","0.40000000596046","NULL","-0.30000001192093","123","-0.30000001192093","NULL","128"
"793124","37","9/25/2008 12:17:54","49.29999923706","34.900001525879","0","NULL","-0.40000000596046","94","-0.5","NULL","94"
"793125","36","9/25/2008 12:21:21","48.20000076294","37.70000076294","0","NULL","-0.40000000596046","91","-0.40000000596046","NULL","91"
"793126","35","9/25/2008 12:24:37","47.900001525879","36.20000076294","0","NULL","-0.30000001192093","88","-0.40000000596046","NULL","88"
"793127","29","9/25/2008 12:28:13","59.099998474121","39.599998474121","0","NULL","-0.5","90","-0.5","NULL","90"
"793128","26","9/25/2008 12:31:40","61.099998474121","35.599998474121","0","NULL","-0.40000000596046","93","-0.40000000596046","NULL","93"
"793129","34","9/25/2008 13:08:33","29.89999961853","30.799999237061","0.10000000149012","NULL","0","84","0","NULL","84"
"793130","34","9/25/2008 13:11:30","29.799999237061","30.700000762939","0.10000000149012","NULL","-0.20000000298023","85","-0.30000001192093","NULL","85"
"793131","33","9/25/2008 13:14:46","51.70000076294","38.29999923706","0","NULL","-0.10000000149012","86","-0.10000000149012","NULL","86"
"793132","32","9/25/2008 13:18:00","38.20000076294","32.599998474121","0","NULL","-0.20000000298023","89","-0.20000000298023","NULL","89"
"793133","31","9/25/2008 13:23:02","26.200000762939","29","0","NULL","-0.30000001192093","106","-0.20000000298023","NULL","106"
"793134","28","9/25/2008 13:26:25","26.700000762939","28.799999237061","0","NULL","-0.20000000298023","85","-0.20000000298023","NULL","85"
"793135","25","9/25/2008 13:29:43","33","29.39999961853","0","NULL","-0.20000000298023","94","-0.20000000298023","NULL","94"
"793136","24","9/25/2008 13:33:39","56.79999923706","36","0.10000000149012","NULL","-0.10000000149012","92","-0.10000000149012","NULL","92"
"793137","27","9/25/2008 13:40:13","54","36","0","NULL","-0.10000000149012","95","-0.10000000149012","NULL","94"
"793138","30","9/25/2008 13:43:37","50.599998474121","38.099998474121","0","NULL","-0.40000000596046","86","-0.40000000596046","NULL","86"
"793139","88","9/25/2008 13:58:27","59.5","40.29999923706","0.10000000149012","NULL","0.5","114","0.5","NULL","114"
"793140","89","9/25/2008 14:02:00","55","36.79999923706","1.5","NULL","0.5","109","0.40000000596046","NULL","110"
"793141","90","9/25/2008 14:05:35","60.099998474121","38.400001525879","0.10000000149012","NULL","0.30000001192093","107","0.30000001192093","NULL","106"
"793142","92","9/25/2008 14:09:34","59.29999923706","37.900001525879","0","NULL","0.30000001192093","106","0.30000001192093","NULL","106"
"794053","88","9/26/2008 11:41:18","59.900001525879","40","0","NULL","0.20000000298023","107","0.20000000298023","NULL","106"
"794054","90","9/26/2008 11:50:46","59.599998474121","38.29999923706","0","NULL","0","103","0","NULL","103"
"794055","92","9/26/2008 11:56:03","58.79999923706","37.099998474121","0.10000000149012","NULL","0","102","0","NULL","102"
"794056","93","9/26/2008 12:00:21","58.400001525879","36.79999923706","0","NULL","0.10000000149012","96","0.10000000149012","NULL","97"
"794057","96","9/26/2008 12:03:59","59.5","36.400001525879","0","NULL","0.10000000149012","96","0.10000000149012","NULL","95"
"794058","91","9/26/2008 12:07:31","59.099998474121","37.400001525879","0","NULL","0.10000000149012","93","0.10000000149012","NULL","93"
"794059","88","9/26/2008 13:43:31","59.400001525879","40.29999923706","0.20000000298023","NULL","0.10000000149012","107","0.10000000149012","NULL","108"
"794060","89","9/26/2008 13:48:29","58.900001525879","39.5","0.20000000298023","NULL","0","86","0","NULL","86"
"794061","90","9/26/2008 13:52:41","60.5","39.20000076294","0.20000000298023","NULL","0.30000001192093","107","0.20000000298023","NULL","106"
"794062","96","9/26/2008 14:05:16","58.5","36.79999923706","0.20000000298023","NULL","0.30000001192093","106","0.30000001192093","NULL","105"
"794063","91","9/26/2008 14:08:38","58.400001525879","37.5","0.20000000298023","NULL","0.30000001192093","101","0.30000001192093","NULL","101"
"794064","92","9/26/2008 14:12:35","59.29999923706","37.400001525879","0.10000000149012","NULL","0","106","0.20000000298023","NULL","106"
"794065","93","9/26/2008 14:17:39","59.599998474121","36.70000076294","0.10000000149012","NULL","0","102","0","NULL","103"
"794431","93","9/29/2008 10:17:28","55.20000076294","35.79999923706","0.10000000149012","NULL","-0.10000000149012","90","0","NULL","91"
"794432","88","9/29/2008 10:30:35","60.20000076294","39.70000076294","0","NULL","-0.10000000149012","102","0","NULL","102"
"794433","89","9/29/2008 10:35:58","54.70000076294","36.900001525879","1.1000000238419","NULL","-0.10000000149012","97","0","NULL","98"
"794434","90","9/29/2008 10:39:23","59.20000076294","37.29999923706","0","NULL","-0.10000000149012","101","-0.10000000149012","NULL","101"
"794435","91","9/29/2008 10:50:51","58.900001525879","37","0","NULL","-0.10000000149012","97","-0.10000000149012","NULL","97"
"805368","95","10/28/2008 9:15:32","36.599998474121","26.39999961853","0.10000000149012","NULL","-0.80000001192093","83","-0.80000001192093","NULL","83"
"805369","7","10/28/2008 9:21:02","17.5","23.10000038147","0","NULL","-0.80000001192093","81","-0.80000001192093","NULL","81"
"805370","6","10/28/2008 9:24:52","15.10000038147","23.89999961853","0.30000001192093","NULL","-0.80000001192093","85","-0.69999998807907","NULL","85"
"805371","94","10/28/2008 9:28:49","23.700000762939","24.10000038147","0.40000000596046","NULL","-0.80000001192093","84","-0.80000001192093","NULL","84"
"805372","93","10/28/2008 9:32:20","59.29999923706","37.79999923706","0","NULL","-0.10000000149012","77","-0.10000000149012","NULL","77"
"805373","92","10/28/2008 9:36:05","59.599998474121","37.5","0","NULL","-0.10000000149012","78","-0.10000000149012","NULL","78"
"805374","96","10/28/2008 9:39:39","58.400001525879","37.29999923706","0","NULL","-0.10000000149012","79","-0.10000000149012","NULL","79"
"805375","91","10/28/2008 9:44:14","59.20000076294","37.400001525879","0","NULL","0","79","-0.10000000149012","NULL","79"
"805376","91","10/28/2008 9:48:23","59.79999923706","36.79999923706","0","NULL","-0.10000000149012","79","-0.10000000149012","NULL","79"
"805377","90","10/28/2008 9:51:55","58.20000076294","36.599998474121","0","NULL","-0.10000000149012","91","-0.10000000149012","NULL","91"
"805378","89","10/28/2008 9:59:40","51.70000076294","34.400001525879","1.8999999761581","NULL","-0.10000000149012","79","-0.10000000149012","NULL","79"
"805379","89","10/28/2008 10:02:10","51.79999923706","35","1.7999999523163","NULL","-0.10000000149012","79","-0.10000000149012","NULL","79"
"805380","88","10/28/2008 10:08:02","60.599998474121","38.79999923706","0","NULL","-0.10000000149012","92","-0.10000000149012","NULL","92"
"805381","77","10/28/2008 10:12:18","59.400001525879","32.599998474121","0","NULL","-0.60000002384186","84","-0.5","NULL","84"
"805382","86","10/28/2008 10:17:05","52.900001525879","32.400001525879","0","NULL","-0.5","92","-0.5","NULL","92"
"805383","8","10/28/2008 10:23:53","24.60000038147","23.700000762939","0","NULL","-0.60000002384186","88","-0.60000002384186","NULL","88"
"805384","9","10/28/2008 10:30:19","27.5","24.200000762939","0.20000000298023","NULL","-0.5","87","-0.5","NULL","87"
"805385","10","10/28/2008 10:34:05","28.200000762939","26.200000762939","0.40000000596046","NULL","-0.60000002384186","82","-0.5","NULL","83"
"805386","75","10/28/2008 10:37:29","44.29999923706","32.599998474121","0.10000000149012","NULL","-0.5","89","-0.5","NULL","89"
"805387","85","10/28/2008 10:41:14","46.900001525879","32.70000076294","0.30000001192093","NULL","-0.5","95","-0.40000000596046","NULL","95"
"805388","84","10/28/2008 10:45:22","61.79999923706","36.20000076294","0","NULL","-0.40000000596046","84","-0.40000000596046","NULL","84"
"805389","83","10/28/2008 10:50:29","60.70000076294","39.099998474121","0.10000000149012","NULL","-0.40000000596046","84","-0.5","NULL","84"
"805390","76","10/28/2008 10:56:10","65","34.099998474121","0.40000000596046","NULL","-0.5","87","-0.5","NULL","87"
"805391","77","10/28/2008 11:00:03","62.20000076294","36.5","0.10000000149012","NULL","-0.40000000596046","88","-0.30000001192093","NULL","88"
"805392","78","10/28/2008 11:03:52","55.099998474121","34.79999923706","0","NULL","-0.30000001192093","95","-0.40000000596046","NULL","95"
"805393","82","10/28/2008 11:07:57","60.29999923706","38.79999923706","0","NULL","-0.20000000298023","82","-0.30000001192093","NULL","82"
"805394","81","10/28/2008 11:11:10","47.099998474121","34.29999923706","0","NULL","-0.20000000298023","84","-0.30000001192093","NULL","83"
"805395","80","10/28/2008 11:15:16","32.599998474121","31.700000762939","0","NULL","-0.30000001192093","92","-0.40000000596046","NULL","92"
"805396","79","10/28/2008 11:19:04","32.5","27.799999237061","0.20000000298023","NULL","-0.40000000596046","88","-0.40000000596046","NULL","88"
"805397","70","10/28/2008 11:22:27","57.79999923706","36.70000076294","0.10000000149012","NULL","-0.30000001192093","90","-0.30000001192093","NULL","90"
"805398","69","10/28/2008 11:25:36","34.599998474121","29.39999961853","0","NULL","-0.30000001192093","86","-0.40000000596046","NULL","86"
"805399","68","10/28/2008 11:29:00","39","30.200000762939","0.20000000298023","NULL","-0.40000000596046","86","-0.40000000596046","NULL","85"
"805400","67","10/28/2008 11:32:15","58.900001525879","36.900001525879","0.10000000149012","NULL","-0.40000000596046","87","-0.40000000596046","NULL","87"
"805401","66","10/28/2008 11:36:00","64.099998474121","35.099998474121","0","NULL","-0.30000001192093","95","-0.30000001192093","NULL","94"
"805402","71","10/28/2008 11:39:36","61.400001525879","37.70000076294","0","NULL","-0.20000000298023","92","-0.20000000298023","NULL","92"
"805403","72","10/28/2008 11:43:23","62.29999923706","36.70000076294","0","NULL","-0.40000000596046","91","-0.40000000596046","NULL","91"
"805404","73","10/28/2008 11:46:45","60.29999923706","34.099998474121","0.20000000298023","NULL","-0.40000000596046","96","-0.40000000596046","NULL","96"
"805405","65","10/28/2008 11:52:54","62","37.70000076294","0.20000000298023","NULL","-0.30000001192093","92","-0.30000001192093","NULL","92"
"805406","3","10/28/2008 11:56:31","57.70000076294","37.79999923706","0.30000001192093","NULL","-0.30000001192093","85","-0.40000000596046","NULL","85"
"805407","62","10/28/2008 12:00:11","56.900001525879","36.900001525879","0.20000000298023","NULL","-0.30000001192093","84","-0.40000000596046","NULL","84"
"805408","61","10/28/2008 12:04:00","63.70000076294","35.79999923706","0.30000001192093","NULL","-0.40000000596046","93","-0.30000001192093","NULL","93"
"805409","51","10/28/2008 12:50:17","59.29999923706","38.400001525879","0.60000002384186","NULL","-0.20000000298023","83","-0.30000001192093","NULL","83"
"805410","52","10/28/2008 12:53:53","51.400001525879","33.599998474121","0.30000001192093","NULL","-0.40000000596046","89","-0.30000001192093","NULL","89"
"805411","54","10/28/2008 12:57:42","55.70000076294","36.400001525879","0.30000001192093","NULL","-0.20000000298023","88","-0.20000000298023","NULL","88"
"805412","55","10/28/2008 13:01:37","59.79999923706","39.79999923706","0.20000000298023","NULL","-0.10000000149012","83","-0.20000000298023","NULL","83"
"805413","56","10/28/2008 13:07:18","61.099998474121","38.400001525879","0.30000001192093","NULL","0","90","0","NULL","90"
"805414","60","10/28/2008 13:12:38","61.099998474121","38.5","0.20000000298023","NULL","0","88","0.10000000149012","NULL","88"
"805415","59","10/28/2008 13:17:10","51.599998474121","30.5","0.20000000298023","NULL","0","94","0","NULL","94"
"805416","31","10/28/2008 13:27:58","24.700000762939","28","0.5","NULL","-0.20000000298023","102","-0.20000000298023","NULL","101"
"805417","32","10/28/2008 13:31:31","35.79999923706","32.900001525879","0.30000001192093","NULL","-0.20000000298023","87","-0.20000000298023","NULL","87"
"805418","34","10/28/2008 13:35:08","31.299999237061","31.39999961853","0.30000001192093","NULL","-0.10000000149012","84","-0.10000000149012","NULL","84"
"805419","33","10/28/2008 13:38:40","51.29999923706","38","0.30000001192093","NULL","-0.10000000149012","85","-0.10000000149012","NULL","85"
"805420","36","10/28/2008 13:42:29","47.29999923706","37","0.30000001192093","NULL","-0.10000000149012","90","-0.10000000149012","NULL","90"
"805421","37","10/28/2008 13:46:23","49","35.79999923706","0.30000001192093","NULL","0","90","0","NULL","90"
"805422","35","10/28/2008 13:50:13","48.599998474121","35.099998474121","0.30000001192093","NULL","-0.10000000149012","86","-0.10000000149012","NULL","86"
"805423","29","10/28/2008 13:53:57","58.599998474121","38.099998474121","0.20000000298023","NULL","-0.10000000149012","88","-0.10000000149012","NULL","87"
"805424","26","10/28/2008 13:57:35","62.5","34.900001525879","0.20000000298023","NULL","-0.20000000298023","90","-0.10000000149012","NULL","90"
"805425","24","10/28/2008 14:01:45","55.5","34","0.30000001192093","NULL","0.10000000149012","91","0","NULL","91"
"805426","4","10/28/2008 14:04:54","58","33.79999923706","0.40000000596046","NULL","-0.69999998807907","88","-0.69999998807907","NULL","88"
"805427","25","10/28/2008 14:08:36","39","29.10000038147","0.40000000596046","NULL","-0.10000000149012","94","-0.10000000149012","NULL","93"
"805428","28","10/28/2008 14:12:00","29.700000762939","29.39999961853","0.40000000596046","NULL","-0.20000000298023","84","-0.20000000298023","NULL","84"
"805429","27","10/28/2008 14:15:00","52.29999923706","35.400001525879","0.30000001192093","NULL","0","94","-0.10000000149012","NULL","94"
"805430","27","10/28/2008 14:17:08","53.70000076294","36.099998474121","0.10000000149012","NULL","-0.10000000149012","93","-0.10000000149012","NULL","94"
"805431","30","10/28/2008 14:20:29","50.599998474121","37.099998474121","0.30000001192093","NULL","-0.40000000596046","85","-0.30000001192093","NULL","85"
"806135","39","10/29/2008 11:40:18","59.70000076294","39.70000076294","0.20000000298023","NULL","-0.5","86","-0.40000000596046","NULL","85"
"806136","38","10/29/2008 11:44:35","53","38.29999923706","0.20000000298023","NULL","-0.40000000596046","122","-0.30000001192093","NULL","130"
"806137","37","10/29/2008 11:48:21","48.20000076294","35.79999923706","0.10000000149012","NULL","-0.40000000596046","86","-0.40000000596046","NULL","86"
"806138","47","10/29/2008 11:52:16","42.900001525879","33.70000076294","0.10000000149012","NULL","-0.20000000298023","83","-0.30000001192093","NULL","83"
"806139","48","10/29/2008 11:55:59","34.400001525879","31.10000038147","0","NULL","-0.30000001192093","90","-0.20000000298023","NULL","90"
"806140","49","10/29/2008 11:59:06","57.70000076294","39.099998474121","0.10000000149012","NULL","-0.20000000298023","95","-0.20000000298023","NULL","93"
"806141","50","10/29/2008 12:02:51","59.79999923706","40","0.10000000149012","NULL","-0.20000000298023","89","-0.20000000298023","NULL","89"
"806142","45","10/29/2008 12:06:32","59.29999923706","40.400001525879","0.10000000149012","NULL","-0.30000001192093","83","-0.20000000298023","NULL","83"
"806143","46","10/29/2008 12:09:56","55","38.099998474121","0","NULL","-0.40000000596046","84","-0.30000001192093","NULL","84"
"806144","56","10/29/2008 12:52:09","60","39.400001525879","0.40000000596046","NULL","0","89","0","NULL","89"
"806145","57","10/29/2008 12:58:37","58.5","40.099998474121","0","NULL","0","86","0","NULL","86"
"806146","2","10/29/2008 13:02:43","45.599998474121","34.5","0.10000000149012","NULL","0","91","0","NULL","92"
"806147","58","10/29/2008 13:07:31","41.20000076294","33.5","0","NULL","0","89","0","NULL","32765"
"806148","13","10/29/2008 13:24:46","18.89999961853","24.89999961853","0.30000001192093","NULL","-0.10000000149012","88","-0.10000000149012","NULL","88"
"806149","14","10/29/2008 13:34:49","14.39999961853","22.60000038147","0.20000000298023","NULL","-0.20000000298023","87","-0.20000000298023","NULL","87"
"806150","15","10/29/2008 13:38:19","24.89999961853","25.299999237061","0.20000000298023","NULL","-0.10000000149012","86","-0.10000000149012","NULL","86"
"806151","16","10/29/2008 13:41:49","19.10000038147","25.299999237061","0.10000000149012","NULL","-0.30000001192093","89","-0.30000001192093","NULL","89"
"806152","17","10/29/2008 13:45:24","22.89999961853","25.10000038147","0.20000000298023","NULL","-0.5","85","-0.60000002384186","NULL","85"
"806153","18","10/29/2008 13:49:01","17.799999237061","25.299999237061","0.20000000298023","NULL","-0.40000000596046","92","-0.40000000596046","NULL","93"
"806154","19","10/29/2008 13:53:05","8.1000003814697","20.89999961853","0.89999997615814","NULL","-1.2999999523163","90","-1.2999999523163","NULL","90"
"806155","20","10/29/2008 13:57:06","16.10000038147","22.89999961853","0.5","NULL","0","85","-0.80000001192093","NULL","85"
"806156","23","10/29/2008 14:00:28","24.700000762939","28.10000038147","0.20000000298023","NULL","-0.30000001192093","86","-0.30000001192093","NULL","86"
"806157","22","10/29/2008 14:03:55","37.79999923706","30.39999961853","0.80000001192093","NULL","-0.80000001192093","85","-0.69999998807907","NULL","85"
"806158","21","10/29/2008 14:07:54","43.70000076294","31.39999961853","0.60000002384186","NULL","-0.80000001192093","81","-0.69999998807907","NULL","81"
"806159","24","10/29/2008 14:12:21","56.599998474121","35.20000076294","0.20000000298023","NULL","0","90","0","NULL","90"
"806160","40","10/29/2008 14:15:55","64.699996948242","34.900001525879","0.20000000298023","NULL","-0.10000000149012","91","-0.10000000149012","NULL","91"
"806161","1","10/29/2008 14:19:16","61.20000076294","38.400001525879","0.30000001192093","NULL","-0.20000000298023","87","-0.30000001192093","NULL","87"
"807313","87","10/30/2008 7:57:46","59.900001525879","33.599998474121","0.10000000149012","NULL","-1.1000000238419","81","-1.1000000238419","NULL","81"
"807314","60","10/30/2008 8:06:02","58.400001525879","36.099998474121","1.2000000476837","NULL","-1.1000000238419","77","-1.2000000476837","NULL","77"
"807315","59","10/30/2008 8:14:16","51.099998474121","30.5","0.30000001192093","NULL","-1.1000000238419","78","-1.1000000238419","NULL","78"
"807316","58","10/30/2008 8:18:52","40.900001525879","34","0.20000000298023","NULL","-0.89999997615814","77","-0.89999997615814","NULL","77"
"807317","2","10/30/2008 8:22:47","42.20000076294","34.20000076294","0.10000000149012","NULL","-1.1000000238419","83","-1.1000000238419","NULL","83"
"807318","57","10/30/2008 8:26:31","55","36.70000076294","0.80000001192093","NULL","-1.2000000476837","80","-1.2000000476837","NULL","80"
"807319","56","10/30/2008 8:30:41","61","38.400001525879","0.10000000149012","NULL","-1.1000000238419","78","-1.1000000238419","NULL","78"
"807320","24","10/30/2008 8:36:50","53.099998474121","34.5","0.60000002384186","NULL","-1.2999999523163","85","-1.2999999523163","NULL","85"
"807321","41","10/30/2008 8:41:29","59.79999923706","36.900001525879","0.20000000298023","NULL","-1.5","80","-1.5","NULL","80"
"807322","44","10/30/2008 8:44:57","55.5","33.5","0.69999998807907","NULL","-1.6000000238419","85","-1.6000000238419","NULL","85"
"807323","42","10/30/2008 8:50:49","43.70000076294","32.20000076294","0.20000000298023","NULL","-1.7000000476837","74","-1.7999999523163","NULL","74"
"807324","43","10/30/2008 8:54:45","41.5","33.79999923706","0","NULL","-1.3999999761581","85","-1.3999999761581","NULL","85"
"807325","53","10/30/2008 8:58:33","39","32.900001525879","0.20000000298023","NULL","-1.2000000476837","83","-1.2000000476837","NULL","83"
"807326","5","10/30/2008 9:02:55","41.70000076294","33.400001525879","0.20000000298023","NULL","-1.1000000238419","90","-1.1000000238419","NULL","90"
"807327","63","10/30/2008 9:08:38","46.900001525879","33.599998474121","0.10000000149012","NULL","-1.1000000238419","83","-1.1000000238419","NULL","83"
"807328","64","10/30/2008 9:12:37","51.29999923706","34.400001525879","0","NULL","-1.1000000238419","81","-1.1000000238419","NULL","81"
"807329","74","10/30/2008 9:16:37","42","33.20000076294","0","NULL","-1.1000000238419","81","-1.1000000238419","NULL","81"
"807330","11","10/30/2008 9:20:06","18.700000762939","24.799999237061","0","NULL","-1.1000000238419","80","-1.1000000238419","NULL","80"
"807331","12","10/30/2008 9:24:00","12","22.299999237061","0.20000000298023","NULL","-0.80000001192093","82","-0.80000001192093","NULL","83"
"807332","91","10/30/2008 9:30:13","60.70000076294","36.900001525879","0","NULL","-0.10000000149012","77","-0.20000000298023","NULL","77"
"808216","20","10/31/2008 11:47:52","11.800000190735","23.60000038147","0","NULL","-0.89999997615814","85","-0.89999997615814","NULL","85"
"816640","7","11/18/2008 9:39:48","20.200000762939","23.700000762939","0","NULL","-0.60000002384186","0","-0.60000002384186","NULL","0"
"816641","7","11/18/2008 9:40:07","20.200000762939","23.700000762939","0","NULL","-0.60000002384186","0","-0.60000002384186","NULL","0"
"816642","7","11/18/2008 9:42:59","20.89999961853","24","0","NULL","-0.60000002384186","112","-0.60000002384186","NULL","2"
"816643","6","11/18/2008 9:53:23","14.800000190735","24.200000762939","0.30000001192093","NULL","0","0","-0.5","NULL","0"
"816644","94","11/18/2008 10:10:15","22.700000762939","23.700000762939","0.40000000596046","NULL","-0.40000000596046","84","-0.5","NULL","84"
"816645","93","11/18/2008 10:14:02","59.099998474121","37.900001525879","0","NULL","0.10000000149012","79","0.10000000149012","NULL","79"
"816646","6","11/18/2008 10:19:46","14","23.799999237061","0.10000000149012","NULL","-0.5","78","-0.5","NULL","82"
"816647","7","11/18/2008 10:23:49","18.799999237061","22.89999961853","0.20000000298023","NULL","-0.40000000596046","80","-0.30000001192093","NULL","80"
"816648","95","11/18/2008 10:27:55","37.20000076294","26.5","0","NULL","-0.40000000596046","83","-0.40000000596046","NULL","84"
"816649","9","11/18/2008 10:36:37","28.10000038147","25.299999237061","0","NULL","-0.20000000298023","85","-0.20000000298023","NULL","85"
"816650","8","11/18/2008 10:40:33","26.200000762939","24.89999961853","0","NULL","-0.30000001192093","86","-0.30000001192093","NULL","86"
"816651","86","11/18/2008 10:44:09","52.400001525879","34.099998474121","0","NULL","-0.20000000298023","92","-0.20000000298023","NULL","91"
"816652","87","11/18/2008 10:47:55","58.20000076294","32.900001525879","0","NULL","-0.20000000298023","84","-0.30000001192093","NULL","84"
"816653","84","11/18/2008 10:51:54","59.29999923706","37.29999923706","0","NULL","-0.10000000149012","82","-0.10000000149012","NULL","82"
"816654","85","11/18/2008 10:59:00","47.599998474121","33.5","0","NULL","-0.10000000149012","93","-0.10000000149012","NULL","93"
"816655","11","11/18/2008 11:14:09","22.39999961853","26.10000038147","0.10000000149012","NULL","-0.10000000149012","82","-0.10000000149012","NULL","82"
"816656","10","11/18/2008 11:18:48","29.299999237061","27.60000038147","0.10000000149012","NULL","-0.20000000298023","81","-0.20000000298023","NULL","81"
"816657","75","11/18/2008 11:22:53","43.79999923706","33.79999923706","0","NULL","-0.10000000149012","88","-0.10000000149012","NULL","88"
