"index","Time (s)","Vibration (mm/s)","Temperature (Celsius)","Current (Amps)","Ambient Temp (Celsius)","Humidity (%)","Operating Hours","Load Level","Duty Cycle","Equipment Age (Years)","Failure Label"
"190","950","2.9410924298228","62.59052732752","5.5419142951561","25.268907052093","41.872827766556","644.88249060319","0.91074817160035","5","1.1543421279445","Normal"
"191","955","1.7952353428419","52.897761925312","4.8901690020689","25.449754467468","51.641564984535","6480.2252460057","0.70570307584358","3","4.2915988911846","Normal"
"192","960","0.98318859558717","68.116309301928","5.2066061185912","18.681268202203","49.520992802026","8689.6797904933","0.6432678194699","3","4.747414857499","Warning"
"193","965","3.4686915239576","63.493620402595","4.5420068608891","28.670198164678","77.609474165546","7796.5822617868","0.81777384013283","5","2.2128858307878","Warning"
"194","970","4.982796180476","57.176060457594","4.1775297576413","17.888107032193","70.383043521466","6825.5204252359","0.53315774643752","1","9.2306185406341","Warning"
"195","975","2.7588090260977","64.56130847459","5.5685326580691","16.430432666417","74.645788209134","1699.8747008866","0.66805339737455","4","9.2799887113895","Normal"
"196","980","3.3561018170821","64.561073856617","4.0224896284346","27.016919656621","74.920198508396","4075.8133572301","0.87734962840999","2","8.4662573160295","Warning"
"197","985","1.2257671305831","62.785366175599","5.2432342767813","25.061347181234","46.39027674949","3735.1118809623","1.0545987849745","5","7.7844348602007","Normal"
"198","990","0.99840057987683","54.615611689033","5.3380631556581","29.143882654277","45.742796216975","5463.3051286882","0.61155516449602","5","2.2381450537875","Normal"
"199","995","4.3358907543541","51.872819875875","4.8163296710751","15.008288480257","43.413418486617","9348.8762145152","0.56595479847227","5","2.5554474076182","Warning"
"200","1000","3.7631356253083","60.300494019934","5.0801347378069","15.465167965763","52.264496146113","7795.1930465015","0.50819526224199","1","2.905408132022","Warning"
"201","1005","2.8694465560479","66.933588209205","5.7282072677337","25.692694863828","76.9252039976","1404.2342163205","1.1000568160104","3","6.3508955044787","Warning"
"202","1010","1.7202073167237","50.438614061979","5.7112521247135","28.068269487959","46.50021325637","3808.0266783038","0.83495091760133","3","1.1701965431682","Normal"
"203","1015","0.74077681397244","59.6283776963","4.365462011001","17.184722667882","68.062931888784","1537.2226254786","0.90954288314371","5","9.4056958778711","Normal"
"204","1020","1.1673186489467","69.038435597592","5.6379384093157","16.320822228762","56.877262304466","7632.9738315144","0.69769621153794","4","5.2025493787296","Warning"
"205","1025","1.6131997504752","50.583789382299","4.5945524892014","19.183658366779","73.603666413787","4406.3290121021","1.1615684169014","2","3.7831567982674","Normal"
"206","1030","0.93203926106763","68.237618026464","4.5759359067785","20.423010394998","52.796615766356","5222.7623391277","0.89256107324769","3","9.2184926752928","Warning"
"207","1035","3.8031558494451","55.96879728715","5.4754562821637","17.686664906378","57.195399817887","2228.1472331848","0.9191787389946","2","6.1178149039608","Warning"
"208","1040","4.6799037103009","50.769012734469","5.3805570683784","27.222007113845","62.68055316174","2591.0761020735","0.69842992157015","5","7.1380477102812","Warning"
"209","1045","2.285469835322","60.557374567694","5.1096041326533","17.267696175387","60.322186087333","9718.100698181","1.1316859460384","1","3.205462339406","Normal"
"210","1050","0.62271893123151","63.870688059765","4.9870936669883","25.97842328546","53.301931161978","6197.1934510366","1.1718173703374","2","8.9769956581041","Normal"
"211","1055","3.1181279758496","63.416124301598","5.8513413855594","19.403778545922","68.972375545132","636.92283455053","0.61345487158723","2","7.3667660206135","Warning"
"212","1060","3.970199824956","54.821254091223","4.6889713265726","21.248551499949","51.937591559044","6272.3542297878","0.70122194519732","4","9.2452964044734","Warning"
"213","1065","1.5360136705388","56.126235552371","4.3391536364704","23.313771490666","44.259938692552","1044.0503936061","0.92665570584386","1","8.9033171589774","Normal"
"214","1070","3.1181311044089","62.414011849624","4.8124177807056","29.577267396997","49.628790874724","3483.6810521576","0.85800165802042","5","5.8366067576996","Warning"
"215","1075","1.7005146561158","65.190866802076","4.1950319094786","17.916239825119","69.018205746083","8602.1645522368","1.0582162680962","1","4.1352629897134","Warning"
"216","1080","4.8720181559819","65.999792655273","5.8376954501712","15.10588950068","49.301403062135","3203.5094330632","0.96945648202492","4","4.7612831835219","Warning"
"217","1085","2.2745944710435","58.331035461413","4.7878489808685","21.72691766143","56.853328307972","6544.3355810109","1.0872751096389","4","1.9570200583169","Normal"
"218","1090","2.3694812603374","65.047544905669","5.0583812834443","19.799800376196","78.528215830441","5937.1960313458","0.90160935674289","5","5.7946960188245","Warning"
"219","1095","4.7297207956508","55.414354332814","5.5307812416706","23.763190391628","42.85312045952","1825.4211307972","0.7560957063984","3","7.4659875182955","Warning"
"220","1100","3.8200066293123","62.03929122385","4.7987710329277","23.791846896648","65.153924303314","1895.0500430875","1.1878323726847","5","4.763304920226","Warning"
"221","1105","2.9574329125604","51.361654395707","4.4696993978498","22.553287196182","40.612165645055","4853.340990691","0.95928791778899","1","3.1062081006723","Normal"
"222","1110","1.0601781009375","65.803896776369","5.8914834982276","24.039977494668","45.805659133492","5096.2080381034","0.61241888669769","1","7.3686371538405","Warning"
"223","1115","0.64725553159467","68.131973359191","5.7009796164942","17.481492693471","64.5148719027","7691.2922447192","0.79771139397745","3","3.3005047039477","Warning"
"224","1120","1.1709264365299","56.779240021477","5.4598890049459","20.419553215823","51.988701032573","6335.0115412377","1.0199596287013","3","6.1623341101491","Normal"
"225","1125","3.9805649878159","69.797920791973","5.0593548096326","17.318435054264","78.412173272394","645.3081036103","0.75436095087664","3","6.2617575993385","Warning"
"226","1130","2.573887401091","53.693617565527","4.9736975076223","16.372273308389","76.085802847145","7980.0840833125","0.67524749537216","5","2.6014335181989","Normal"
"227","1135","0.97053816446184","65.046425682751","4.4275168483856","18.720398719814","72.268706709395","6467.2618936148","1.1450470270133","5","8.7153910561789","Warning"
"228","1140","1.1141709705782","62.151778960645","4.3947508547551","26.336831420471","41.929602184045","3790.7090065329","1.0095374025068","3","1.7097935295262","Normal"
"229","1145","3.8955741297905","56.614531869797","4.7044986257884","28.200008475088","58.109943453653","2448.6129202214","0.5690953907555","2","7.1529740825872","Warning"
"230","1150","2.8523515935594","69.995013588633","5.3498204486981","15.53481328383","73.332525105583","3164.4936264911","0.53433307663169","1","9.4049966215182","Warning"
"231","1155","2.195310213094","50.72670858164","5.0568003389034","26.987542647428","59.902281737263","4864.8995846298","0.80321387736896","5","7.2838895952873","Normal"
"232","1160","4.2201890478314","57.457102052149","5.4429144110892","21.499131605016","57.862412090845","1156.8800489062","0.7160172745338","1","5.8718855563823","Warning"
"233","1165","2.2487711313483","61.183192774744","4.6540640653667","23.523616512991","40.903408622011","2471.7126179841","0.87793955114995","3","8.8977154738221","Normal"
"234","1170","2.3878719502012","67.258291900419","5.1332925105183","19.216035549552","77.559233413629","8572.3798988179","1.109340271996","5","4.9998421207421","Warning"
"235","1175","4.3075396528778","50.049646620505","5.5577203358459","26.56527286185","76.244501259356","2561.7879398499","1.1050261660737","4","3.4887819155163","Warning"
"236","1180","4.214468289513","55.703499986638","5.2349993838287","25.029459907876","77.179952270996","2646.7963789014","0.78721137483114","4","3.5700610048543","Warning"
"237","1185","1.1300253725086","63.201509611884","4.4289629498302","16.749586001763","45.80134894278","2854.1330059679","1.1982347229535","2","1.4198035670227","Normal"
"238","1190","1.2623202780896","60.005300498036","5.4022591976629","15.790145777739","79.632124475524","4399.5142235566","0.75415943769537","5","6.078419168973","Normal"
"239","1195","3.1632097401054","57.245407973009","4.2790579036919","29.922312011017","66.325996953335","2015.5217457686","0.83675774922257","3","6.2401340885907","Warning"
"240","1200","1.675436993778","69.875432404962","4.2623493503602","17.433459157169","47.905343507777","4420.3570076467","1.0100215554424","2","6.9613670230217","Warning"
"241","1205","3.7124766296629","66.935028957486","4.1020820249788","15.536339143409","47.627644103574","2302.7263682033","0.62304505789387","5","5.965508816302","Warning"
"242","1210","3.4961821282605","60.719887220353","4.4158005984208","21.941292171797","45.019448839956","8219.5444325438","0.53796594311341","2","1.635453554359","Warning"
"243","1215","3.2336068523189","59.30550126998","5.6613666023229","22.110812184579","70.982616827079","7332.4522738315","0.64413485335179","3","6.4741300140866","Warning"
"244","1220","3.831883790158","51.959262270478","4.804263246569","25.41309567348","76.862108099567","7895.0186522461","1.1321497278543","4","7.036749502523","Warning"
"245","1225","3.0872777361585","57.391285880058","5.4931539805027","16.785871289055","75.939745024251","9467.3395965709","0.54450602295747","1","5.4445813480024","Warning"
"246","1230","1.0386891197237","61.03661325158","4.6461763484672","20.284576362898","57.64341129706","4879.3660652784","0.53269050310929","5","7.2871081469122","Normal"
"247","1235","1.1214447790873","69.640293682927","5.0228155023769","29.563479126564","59.487160932906","1310.4099755174","0.5798254450092","5","3.4113091230252","Warning"
"248","1240","1.2909496711298","60.466416551749","4.2622053264859","19.838950157138","58.343405693819","9804.7273163131","1.0347557443353","1","1.8584294375965","Normal"
"249","1245","0.90866232514818","65.928317473658","5.2568496271296","28.482122126974","66.627252361117","372.21852415955","0.79991157116511","2","7.5472877629665","Warning"
"250","1250","4.1451637482903","65.658640770152","4.3132758813614","15.367090365943","76.963892512925","2528.9837152512","1.0663658863045","4","8.1815449545457","Warning"
"251","1255","3.9431978271215","56.779018798523","5.9084171829439","21.96694463895","42.943715860688","7572.3757188678","1.1249332174839","4","1.9172891892417","Warning"
"252","1260","3.5005418217738","67.42309101736","4.8904253056343","25.539848506844","44.598010125067","1625.5150431158","0.66415077286727","3","8.8765358457579","Warning"
"253","1265","3.2315528164929","69.303723525806","4.760579805487","17.423674540954","43.734051861883","3315.0157217261","0.96905947779585","3","9.3454642103398","Warning"
"254","1270","3.5055582399271","69.509630655828","4.0708176919774","29.637828961447","65.58441102396","3033.1789834349","0.91263489819886","4","9.6725212835122","Warning"
"255","1275","3.1865970470352","69.650762712295","5.2115397862684","17.940145398773","63.336684140162","9754.6553297456","1.1216947121244","3","8.9565687634323","Warning"
"256","1280","3.6388397422104","67.93261257555","4.1194009937716","19.734936256576","47.506139205778","6121.4207561401","1.012551502774","5","5.0815312577151","Warning"
"257","1285","1.219522403213","59.551825703736","5.0307977885159","19.777221270298","47.910081077409","8290.3870598908","0.74713658204493","5","2.0229616682472","Normal"
"258","1290","4.1450768090461","56.854004880522","4.3990091154961","22.217338910354","56.110264265666","3882.8103613579","0.59507963550951","4","7.2827900344515","Warning"
"259","1295","0.88669773797842","57.433794122837","4.0744364765745","29.404007982228","45.66710077681","343.59963409764","0.66777018226121","5","1.8825927247588","Normal"
"260","1300","2.5498451893769","61.499598155688","4.678770246783","25.804052339857","51.94003813379","520.822864569","0.91873376200222","3","4.4182326151717","Normal"
"261","1305","2.112528275792","51.312140584613","5.9077471266046","22.666586850063","70.002938097976","8379.4886863627","1.0589204238456","3","9.1170952486756","Normal"
"262","1310","4.8039659612939","67.861795590354","5.3459330698682","24.527653030227","77.597356767727","2939.3633460446","0.50008238561481","5","9.1561343869009","Warning"
"263","1315","3.1999098542985","50.499212097805","5.4180192534412","25.870221430488","53.495059705877","6341.0248200646","0.61243772186375","1","6.9509559097457","Warning"
"264","1320","4.9611651650895","69.637314527963","4.6283943952573","27.506533642409","60.478075579559","1713.7568565685","0.7112249951639","3","4.594365953292","Warning"
"265","1325","0.56672080266407","58.069340942313","5.7803999911023","20.823666974031","65.395819540771","9592.2928030639","0.87218139662269","3","4.1577207473639","Normal"
"266","1330","2.7321464668004","52.993848952716","5.8411958609732","25.215059435718","59.925951519175","3847.9734059834","0.6753031254308","3","2.5461906341632","Normal"
"267","1335","3.3144936963387","57.93154466576","4.4460941456399","17.235925607399","71.070177431007","5004.1061978511","0.68685534943164","5","5.4647973891276","Warning"
"268","1340","3.7606439843472","68.018601586183","4.9098228718738","29.609856805976","77.494585073748","1263.3386717879","0.96827726457652","3","5.0385844592281","Warning"
"269","1345","3.4063529876594","67.897474079096","4.8189054354376","26.947486496161","66.517523383132","2509.2438797213","1.1450054553092","4","5.9232065332792","Warning"
"270","1350","3.8053566048274","68.779832270683","5.8005022881807","20.35615159593","67.617084571018","7351.8918847159","1.187687897528","5","3.694116681361","Warning"
"271","1355","0.73379534721774","66.051914969641","5.2131264120439","23.818784409502","44.646240036711","2249.7567222185","0.83208116942009","3","5.8374904337226","Warning"
"272","1360","0.732500962988","52.388108689593","4.3800085727607","27.833311762958","75.005920256217","4808.1838083577","0.86018286826511","5","2.7895075173326","Normal"
"273","1365","3.7396950495892","53.650648277952","4.9518289961277","16.498407973674","72.942026608331","7614.7897875134","0.52850065711939","5","4.8236450326188","Warning"
"274","1370","0.51169794113514","57.714478591122","5.2867492125052","21.359384463881","63.814595113283","2196.7666333873","0.55517852378517","3","8.0723413269407","Normal"
"275","1375","3.5137759974316","63.942606959677","5.116345098917","15.587931647313","53.880115910186","4287.7617839352","0.62284109749206","5","1.9093915313085","Warning"
"276","1380","4.3097616403357","56.608387186444","5.8973808004226","26.067599551829","72.927282180374","2082.5869279333","0.74804240929642","4","9.0993311449256","Warning"
"277","1385","4.4228263806349","66.016525203907","5.3879094006931","19.537097508671","74.731512908609","1306.805406252","0.89970527767442","5","9.500088848946","Warning"
"278","1390","1.2002808848847","64.667000822269","4.7907024188944","18.173630473563","54.099945723142","7074.1442104526","0.75569158537414","2","9.2030537857456","Normal"
"279","1395","0.54027134273021","68.193319491526","4.4886379786","23.656519621197","41.477633044071","5347.3976482647","1.0677416585572","3","9.2032524100775","Warning"
"280","1400","4.399626239001","58.086779854111","5.1050136429467","24.244755937222","59.271135152867","8823.0701177062","0.75265169208593","1","8.913253327019","Warning"
"281","1405","4.7957242985806","55.036936846885","4.0080747054364","18.775952299446","63.296017267785","4074.0620481042","0.57580958707537","3","2.2277268425353","Warning"
"282","1410","3.874053082487","51.489317203335","4.4708961078325","26.625143590947","60.057107016289","235.55141376974","0.57485427027026","1","7.1427628975605","Warning"
"283","1415","3.6709247240822","59.934822052579","5.1042136016997","28.304038186283","63.473859828567","4359.1476873091","0.50448144879311","5","4.1701126612126","Warning"
"284","1420","2.1329779128443","63.714024487375","4.9535292906455","18.539252998043","59.511882820856","7435.3906671127","0.93417859999388","3","8.8592434017956","Normal"
"285","1425","4.9148618755343","59.400223456103","5.7759981616263","29.880830757997","74.37078393214","2699.7056399446","0.5738776431908","3","5.2060604855438","Warning"
"286","1430","3.3256262659294","57.15353152526","4.2110125230438","26.235271289468","40.450996540287","411.38381444334","0.53705785635806","4","3.4037897878933","Warning"
"287","1435","2.2213012682243","57.129488423502","5.1470238159206","27.195180144626","44.284076316411","3551.0907628347","0.90555010630775","1","4.8876106677003","Normal"
"288","1440","1.4996362862345","67.098618753506","5.6180958089271","22.496153214729","49.954262029097","1414.7554699246","0.57581987001834","5","7.3100701490877","Warning"
"289","1445","0.86232497819117","52.248928811619","4.9303707304542","20.49895996571","66.204684340056","1548.1206873985","1.1987527508083","3","9.8647780572505","Normal"
"290","1450","4.7484619293043","60.922384809041","5.2462894567843","19.846605123315","47.848893399871","9923.0296890972","0.58063154391389","3","2.0262493382254","Warning"
"291","1455","2.2985042234443","61.689827158472","4.8132682557211","23.785810056399","54.170049837771","6769.3482485819","1.1975126573784","3","7.0588683198366","Normal"
"292","1460","1.3220531597109","68.254933472184","4.9864352184037","26.592007356875","66.228184767194","9995.1330567228","1.1758261969374","4","1.8697427201379","Warning"
"293","1465","4.5253663809431","55.403796874907","5.3986747563952","29.900373553381","76.401670266039","3382.3172893933","0.8955476137043","2","1.058328340151","Warning"
"294","1470","3.3439713126701","66.451609281617","5.3612974054598","22.998133551891","50.809490315288","6335.4256053275","1.0456623072405","4","9.6785053125527","Warning"
"295","1475","4.0878670928578","56.391065858565","5.833393290673","27.492140132017","52.492434116791","4183.3397755683","0.71849269553793","3","4.3466537072994","Warning"
"296","1480","1.6923560161626","67.952137190785","4.9386448725749","15.27098330115","68.809769043107","625.4333188492","0.7388992011087","5","9.8311041927934","Warning"
"297","1485","4.6540190163813","65.134158993592","4.3147133468517","29.180375166676","46.411756741104","8139.5990782847","1.0327949251546","2","9.0253166701413","Warning"
"298","1490","1.7747803795302","59.629591856751","5.6419503650626","16.610137298284","75.977632577726","8826.6013905936","0.64726891732034","4","4.7519177386654","Normal"
"299","1495","4.7352305575564","65.258248615848","5.7027875272643","27.903715716864","45.543925595505","7922.1427480995","1.0140071241031","2","7.5492808597061","Warning"
"300","1500","1.6323236091368","61.653204180283","5.1521922759108","22.788753737553","64.538455368295","4632.8753335632","0.91391091098145","1","3.8916908640032","Normal"
"301","1505","4.9867851709039","53.822857441587","5.8658541873284","29.1535866912","41.802373080716","4343.2267417939","0.9027641520878","1","1.5301814566223","Warning"
"302","1510","2.8101294683915","68.218101914128","4.6555466265009","26.857933407258","75.594309315513","1076.8380229443","0.91403988065511","3","8.693284555341","Warning"
"303","1515","4.3450054049797","66.611379666368","4.9122349865399","18.442363483886","46.823257429697","6163.9064897257","1.0442048111702","1","5.4555994842931","Warning"
"304","1520","1.2204663992773","64.010944253572","5.2962823315238","25.366744707147","60.864794043808","9966.5436813791","0.89338303144743","5","1.1194185405524","Normal"
"305","1525","2.1473170551078","57.552141760413","5.2628279730491","20.057993589563","68.814383296132","9161.5601909026","0.55077389203623","2","6.3332252979041","Normal"
"306","1530","4.2071258480357","60.004085280115","4.6244050243528","16.62596469614","57.199155794986","4239.3524825882","0.94354530139286","2","9.0916199055105","Warning"
"307","1535","2.6349194683474","58.170716100245","4.7409413211769","25.821225162262","77.258415933522","5684.9553848038","0.80307639192181","5","4.8510174536647","Normal"
"308","1540","3.2921683611143","62.803716930213","4.767036343367","20.822857048165","41.072590349664","585.40891591196","0.96481707192093","2","9.3437512888424","Warning"
"309","1545","0.91136042172002","62.639485526281","5.2243218457111","15.952208950114","76.823143643122","7827.4588894076","0.65218135690972","5","6.5835472089574","Normal"
"310","1550","2.8844713597214","58.508118010379","4.9655776896517","23.840331572326","59.419761349418","9457.27690475","0.81589936017858","1","7.5245549993856","Normal"
"311","1555","2.037380903815","65.919779489868","5.8673634257671","22.125528180855","67.042213810393","7025.060116798","0.96315302442197","3","4.1919640536663","Warning"
"312","1560","0.97241477490577","60.24538425448","5.5907825532471","18.129412103594","48.743380554668","9592.145023194","1.1827628593349","4","3.753309971489","Normal"
"313","1565","4.5878772009092","62.8151723296","5.8856357083853","24.958956557076","74.981800079184","1836.0830329381","0.61390817592048","5","5.6787529734798","Warning"
"314","1570","0.8747225810695","59.450050908215","5.4883258692986","25.236690743439","68.522004155519","5157.2091420861","0.88922509601316","5","9.434532239375","Normal"
"315","1575","3.8697572740799","56.064143702727","4.6079938034395","22.891239211566","49.751060477565","907.17921012878","0.54291048575502","2","9.8254685428022","Warning"
"316","1580","2.4433722966277","58.306854455476","4.9887642126646","24.302442373077","71.415279206351","2308.7912160735","0.9103497283092","4","4.0582012220199","Normal"
"317","1585","2.5346674541163","57.94430217069","5.4407159695677","26.120469836103","48.065361007125","6430.4838402107","1.0946050087039","4","2.6683960206529","Normal"
"318","1590","3.5762767896853","61.660168194528","5.6513093172051","27.460065856884","44.882652118315","1701.2505163804","0.62396671512694","4","9.6891437804675","Warning"
"319","1595","1.2587844084662","56.629412520803","5.8444846376452","27.844564655872","65.113456425646","2977.8250311686","0.87451353457918","2","8.5602733213846","Normal"
"320","1600","0.6354490455032","51.431118608708","4.3591890949284","28.539267373221","62.935493749895","3464.6817892363","0.52470175816607","1","7.5029443331648","Normal"
"321","1605","2.5927606796647","62.718921421169","4.5538940651535","27.530075238569","45.818022840154","3933.2967157918","1.1841467189678","4","9.8984591206094","Normal"
"322","1610","1.0647169121941","50.626153154063","4.0649526302426","17.982290802605","41.881072547674","384.71497411679","0.84791312958948","5","7.6812452865191","Normal"
"323","1615","3.8789994910532","65.032020920619","4.4715579037398","29.037420290358","58.318142532765","3522.2944768224","0.687276345652","2","1.1961980464166","Warning"
"324","1620","0.60514354818309","60.758700727277","5.0485578495076","19.721125379319","71.530286684255","5200.3532693458","0.87048113376721","2","5.3473670146601","Normal"
"325","1625","2.9783128112833","64.973005757441","4.8197705618757","27.522351737171","73.802886817723","8070.9058077807","0.56522198785195","2","8.7978807110421","Normal"
"326","1630","1.092777601152","68.598460326458","4.0066363067697","15.538883565836","55.781108856925","1834.7826088598","0.51352407483283","1","3.1913472432749","Warning"
"327","1635","0.84689996014465","69.708872558115","4.157601880266","26.12213513668","66.787840946428","2611.5938901088","1.1663735263858","5","1.2253754151322","Warning"
"328","1640","0.77348861082","67.547837130053","4.5329887898991","24.519829826781","63.254136273632","3531.4333370313","0.82394489609925","2","3.7217187480116","Warning"
"329","1645","3.3639126112764","52.549668935895","4.7563267349483","21.794529581559","45.51267758424","9671.2783553757","0.71570561387759","4","9.4132888827878","Warning"
"330","1650","2.5032822322562","57.522338354492","5.676914560869","20.988867133405","42.867784657051","7641.509496277","0.61967721350354","3","6.02062158174","Normal"
"331","1655","3.2344298118302","59.249980552031","4.6587663081338","16.83479415097","69.686155144677","2774.9175799683","0.72138536493145","3","3.9337457240426","Warning"
"332","1660","4.3834136365769","50.472245731956","4.5507955724056","23.502488415579","47.684394542951","1446.4939902672","1.1559583324805","1","8.338921686142","Warning"
"333","1665","4.6924332027581","51.92423841","5.7170415398339","25.597413604362","76.383827237165","2413.9694541161","1.1872246128586","1","5.8619906359672","Warning"
"334","1670","1.1559580965507","66.338281360577","5.1135209921393","22.032256263437","51.676107898355","4891.1921349356","0.50658152286352","4","2.3589548189029","Warning"
"335","1675","1.0773890898722","59.045781663649","5.2724901043646","26.273901542026","56.205971798178","2669.3656035455","1.1990629705726","2","9.3836099342281","Normal"
"336","1680","4.3035928170654","64.185869961544","5.874104015158","21.104613909306","54.366673261081","4887.9615457856","0.53071290286009","2","7.1113221223937","Warning"
"337","1685","4.5077568986035","56.945005312107","4.2832136404658","26.038275403635","46.135453221641","5210.1247180782","0.55780008563387","2","1.8364586592575","Warning"
"338","1690","2.1744915451302","59.861694945894","5.2214682539339","28.689461649001","40.784055255668","4944.9667479688","0.58968300472368","4","2.2222407402171","Normal"
"339","1695","1.6294770677522","59.678121461992","5.365694794747","17.299192189721","69.736315323955","2292.4119137772","0.91096740980961","3","9.9968204272968","Normal"
"340","1700","4.633540796557","52.929553081206","5.0984270392155","16.334999936242","73.177219814899","4442.7903145058","1.1978722890873","4","6.4530078940851","Warning"
"341","1705","2.4931782361463","67.89121834795","4.3064458923497","23.660087724391","60.679158573722","9756.8796258892","0.54989807496631","5","6.9264829574095","Warning"
"342","1710","2.5722655369525","58.072443618441","5.7637431202952","24.064282236141","45.954782127544","46.072450521793","0.76541050159083","4","9.7162726251817","Normal"
"343","1715","3.5829629174386","61.679863000859","5.9668416596889","23.105951852907","73.702827602363","1845.4936133883","1.0465212063269","3","2.386560480262","Warning"
"344","1720","0.74145976412289","63.622883431281","5.9477591854667","26.797141084848","78.970255337786","1751.9036389055","0.96982143685961","3","5.9922630251949","Normal"
"345","1725","0.92957308357667","60.546073137228","4.6331940896702","24.640218923722","52.418781255036","291.37160890218","0.7784182492458","3","6.5324257518585","Normal"
"346","1730","3.3135962138404","69.839282894382","4.9487636755087","15.660971709456","72.73727811166","1858.7360679328","0.53867742172576","1","8.1645426373917","Warning"
"347","1735","3.5429319423482","69.006721917482","4.4714752298334","17.35685068823","59.797446797969","9842.0702589989","0.74572031989015","3","4.9145337874607","Warning"
"348","1740","3.8850573758078","63.241590707718","5.6845988228021","29.607865431198","46.679772151704","2168.6000908592","0.53577370788088","2","4.3332730285535","Warning"
"349","1745","4.9084071263238","60.241637725151","5.1607987803792","24.558263707655","62.953093623692","434.95624549382","0.64474088118083","4","3.9057769433079","Warning"
"350","1750","4.7316329534729","51.407165829384","4.9706802902982","17.107697623177","40.835402852971","3503.923644531","0.71227276371135","4","6.830133622414","Warning"
"351","1755","1.1192926935908","68.893038330042","5.5515474535713","19.618594376547","58.493159199599","2423.4065141745","0.56741284557277","3","7.4743226660448","Warning"
"352","1760","1.4940439996354","50.195136435695","5.3046355902476","20.119777717599","47.483722564894","3495.4760857822","0.73267402197128","1","4.3625456839539","Normal"
"353","1765","4.5070673750665","67.344559132973","5.1980400772806","19.69260263706","67.117461084143","3107.0426692135","1.0295445363213","2","5.004650608779","Warning"
"354","1770","2.3390162429822","50.306152244984","4.9131436280674","21.012778648968","53.132011757474","4438.3967826988","0.72637981367235","1","9.3802977770223","Normal"
"355","1775","4.3576307375635","50.526886754297","5.8491891114021","19.957195728804","65.205482347438","115.27520275414","0.72435106217519","5","3.9500773090365","Warning"
"356","1780","2.9070591221373","51.080676002032","5.8658144876453","18.698543470628","43.079894730046","3445.803375611","0.86171820728354","2","4.2625771851168","Normal"
"357","1785","1.928033974234","59.577955097413","4.0288312984446","15.938778232649","51.673676725789","5388.472952118","0.52114847514371","5","6.2182515913739","Normal"
"358","1790","2.891666737575","55.499311679266","5.2359832255454","16.658023246501","65.087222926009","9155.9887032502","0.87587078814766","2","3.6282982663346","Normal"
"359","1795","2.5080732873327","58.435633247196","5.4924633842192","19.872953163971","60.999173471477","9293.5816647999","1.0566321188418","2","1.2043352450216","Normal"
"360","1800","2.6676306041755","69.199407956902","4.045247988831","22.071062233803","78.617122742063","4370.4974667838","0.87613576640996","3","1.9190123006526","Warning"
"361","1805","3.9405334908671","55.790375611086","5.464104278752","17.87265283317","45.061526507831","9472.9214283856","0.64145318547468","3","6.8030751364721","Warning"
"362","1810","3.6513717527402","56.029910491279","5.7228213944535","18.055037295118","47.56376962142","6971.5145331562","0.66778940245512","3","2.1626688565743","Warning"
"363","1815","3.9620866516658","61.686460319987","4.9869709848861","24.545123386113","47.427186312376","3766.0423042027","0.82072076068311","1","6.7865662651004","Warning"
"364","1820","3.279993407737","58.783712233199","4.2053311022095","22.101355791017","56.635106922455","8626.1100609598","0.93381093618222","3","5.0321768034356","Warning"
"365","1825","4.3044249200077","54.140458277205","5.2935993166288","27.978759625109","78.314364224922","1532.8171454464","0.72949568629599","1","3.0752173756374","Warning"
"366","1830","3.540252792477","51.405251259072","4.2187646153853","22.234400805288","56.599796088669","8205.0403129461","0.54626675600906","1","5.094780975221","Warning"
"367","1835","4.7453981726479","53.492958735096","4.6986439361912","21.182269549861","78.699283811353","8517.2529497107","0.55441696905028","4","5.1231476872159","Warning"
"368","1840","3.780432168112","55.908126714148","4.4041579436151","27.373267706433","55.762957489551","6835.1394641205","1.0816074550706","5","7.8674434433382","Warning"
"369","1845","3.2682814641643","68.734928696962","4.1460226228119","21.478856155238","42.511841788794","7372.7492589204","0.59937357452931","5","8.4854623083886","Warning"
"370","1850","0.97637236385314","67.418847135619","4.6571514087428","18.728813775632","55.861473327118","6489.4257541384","0.96254590044764","3","8.8553487403781","Warning"
"371","1855","2.4061448150846","69.503830559192","4.6102894764152","26.676645411255","71.933354982704","3036.6220483645","0.93187988315552","1","6.9686429867903","Warning"
"372","1860","0.63087415754663","58.596114029072","4.7954649681932","26.717612761726","62.913343105922","5212.2590387902","1.128160888395","5","5.2538645551864","Normal"
"373","1865","0.74623217521157","67.912110173618","5.0968533368427","19.577303717576","45.758185251253","570.23020117184","0.76692462415842","2","9.0944975820293","Warning"
"374","1870","3.2839087624745","57.434928097713","4.0470044428891","18.618232503771","67.637132205389","710.74546647377","0.64742410558867","5","5.9550901999227","Warning"
"375","1875","2.1850111712906","63.469229600393","5.1033426814402","17.163946676488","47.888682427108","3771.1186464857","1.1089944872813","4","3.9647524207304","Normal"
"376","1880","4.0871512336112","51.182602193738","5.6429235002885","29.853164560188","50.540972229052","284.31230934576","1.0707121476626","1","7.6452390649007","Warning"
"377","1885","4.5494411122002","50.860785363886","4.3373753116033","16.379498104059","64.140876320194","424.30736653893","0.92442304033669","1","7.0236248172454","Warning"
"378","1890","2.7491625444762","51.733476031711","5.3814568078534","28.022866345945","50.978968086729","2403.7600924645","0.57147938675429","2","1.112681460671","Normal"
